Industry,PRIORITY,Business Name,Phone,Notes,Web Status,Claimed?,Tech Stack,Email,Socials,Address,Rating,Website
Dental,SILVER,Dentistry by Design,+1 785-539-2314,,BROKEN SITE,true,,,,"1110 Westport Dr, Manhattan, KS 66502, United States",4.9,http://www.dentistrybydesignks.com/
Doctors,SILVER,"One Manhattan Dental - Dr. Mitchell Greenstone, DDS",+1 212-734-3421,,BROKEN SITE,true,,,,"800a 5th Ave #501, New York, NY 10065, United States",4.9,https://www.onemanhattandental.com/
Dental,SILVER,The Bronx Dental Center,+1 718-293-1603,,BROKEN SITE,true,,,,"47 E 167th St, Bronx, NY 10452, United States",4.8,http://www.thebronxdentalcenter.com/?utm_source=gmb_auth
Dental,SILVER,"Jason R. Gordon, DDS",+1 347-281-9444,,BROKEN SITE,true,,,,"724 Pelham Pkwy S, Bronx, NY 10462, United States",4.8,https://www.docgordondds.com/
Doctors,SILVER,Rise Dental Studio - Dr. Justin Rashbaum,+1 646-906-8645,,BROKEN SITE,true,,,,"1410 Broadway Suite 3004, New York, NY 10018, United States",4.8,https://www.risedentalstudio.com/
Dental,SILVER,Island Family Dental,+1 718-948-6500,,BROKEN SITE,true,,,,"4032 Richmond Ave, Staten Island, NY 10312, United States",5,https://www.dentalofstatenisland.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb&utm_term=home
Dental,SILVER,Pura Dental Center Kingsbridge,+1 718-884-7400,,BROKEN SITE,true,,,,"251 W Kingsbridge Rd, Bronx, NY 10463, United States",4.8,http://www.puradentalcenter.com/
Dental,SILVER,BX Dental,+1 718-329-1000,,BROKEN SITE,true,,,,"2466 Arthur Ave, Bronx, NY 10458, United States",4.8,https://bxdentaldds.com/?utm_source=GMB&utm_medium=organic
Doctors,SILVER,NYC Medical Of Queens PC,+1 718-406-9111,,BROKEN SITE,true,,,,"79-16 37th Ave, Jackson Heights, NY 11372, United States",5,http://www.nycmedicalofqueens.com/
Doctors,SILVER,"NYC Health + Hospitals/Gotham Health, Lefrak",+1 844-692-4692,,BROKEN SITE,true,,,,"59-17 Junction Blvd, Corona, NY 11368, United States",5,https://www.nychealthandhospitals.org/locations/?distance=10&facility_type=168&view-type=list-view
Doctors,SILVER,Northwell Health-GoHealth Urgent Care,+1 718-502-9798,,BROKEN SITE,true,,,,"98-81 Queens Blvd, Forest Hills, NY 11375, United States",5,https://www.gohealthuc.com/northwell/locations/rego-park?utm_source=gmb&utm_medium=organic&utm_content=northwell-rego-park
Service Pro,SILVER,Kelly Michael DO,+1 973-736-1939,,BROKEN SITE,true,,,,"776 Northfield Ave, West Orange, NJ 07052, United States",5,http://www.drkelly.us/
Doctors,SILVER,"Mount Sinai Doctors-Bard Avenue, Primary Care",+1 718-816-8068,,BROKEN SITE,true,,,,"283 Bard Ave, Staten Island, NY 10310, United States",4.9,https://www.mountsinai.org/locations/staten-island/services/primary-care
Doctors,SILVER,Mount Sinai Doctors-Klondike Avenue Primary Care,+1 718-761-1156,,BROKEN SITE,true,,,,"476 Klondike Ave, Staten Island, NY 10314, United States",4.9,https://www.mountsinai.org/locations/staten-island-primary-care?y_source=1_MTEyMzk3ODgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
Doctors,SILVER,"Shailesh S. Pathare, MD",+1 718-701-6010,,BROKEN SITE,true,,,,"565 Jewett Ave, Staten Island, NY 10302, United States",4.9,https://www.advancedspinecareny.com/
Doctors,SILVER,"Seth M. Oliphant, MD",+1 785-776-3322,,BROKEN SITE,true,,,,"1823 College Ave, Manhattan, KS 66502, United States",4.6,https://healthcare.ascension.org/find-care/provider/1144519877/seth-oliphant?utm_campaign=gmb-website&utm_medium=organic&utm_source=google
Service Pro,SILVER,Genstler Eye Center,+1 785-537-3400,,BROKEN SITE,true,,,,"1502 Browning Ave, Manhattan, KS 66502, United States",4.6,http://www.g-eye.com/
Doctors,SILVER,Doctor Urgent Medical Care Bronx,+1 347-590-0660,,BROKEN SITE,true,,,,"538 E Fordham Rd, Bronx, NY 10458, United States",5,http://www.doctorumc.com/
Doctors,SILVER,Optum Primary Care - Bronx,+1 718-543-2700,,BROKEN SITE,true,,,,"3050 Corlear Ave Ste. 201, Bronx, NY 10463, United States",5,https://east.optum.com/locations/family-medicine-riverdale-?cid=OC_80.6+dirc+os+NY+Optum_phny+newpat+netnew+gprac+ggl+eng+na+l
Construction,SILVER,CNM Construction Inc,+1 718-946-4034,,BROKEN SITE,true,,,,"24 Bay 31st St, Brooklyn, NY 11214, United States",4.8,http://www.cmhomeimprovement.com/
Construction,SILVER,J & M Construction General Contractor in Queens,+1 718-603-2691,,BROKEN SITE,true,,,,"60-01 70th Ave, Ridgewood, NY 11385, United States",5,https://www.jmconstructionac.com/
Construction,SILVER,CONSTRUCTION ENTERPRISE NY,+1 718-322-9093,,BROKEN SITE,true,,,,"105-34 78th St, Ozone Park, NY 11417, United States",5,https://jbgeneralcontracting.com/
Construction,SILVER,Royal Renovators Inc.,+1 718-414-6067,,BROKEN SITE,true,,,,"118-35 Queens Blvd, Queens, NY 11375, United States",5,https://www.nycrenovators.com/?utm_medium=organic&utm_source=google&utm_campaign=gmb_royal_renovators
Construction,SILVER,EC General Construction Corp,+1 516-806-6784,,BROKEN SITE,true,,,,"38-65 9th St, Long Island City, NY 11101, United States",5,http://ecgccorp.com/
Construction,SILVER,NYC 84 Commercial & Residential Contractor New York,+1 347-261-3853,,BROKEN SITE,true,,,,"23-73 28th St, Queens, NY 11105, United States",5,https://citylocal101.com/cl09865-bathroom-remodeling-contractors-staten-island-ny
Construction,SILVER,G-Brothers Contracting Corp. (General Construction),+1 718-374-2157,,BROKEN SITE,true,,,,"133-16 127th St, South Ozone Park, NY 11420, United States",5,https://g-brothers.us/
Construction,SILVER,HomeRenovation4U,+1 212-235-7377,,BROKEN SITE,true,,,,"274 Colony Ave STE#3, Staten Island, NY 10306, United States",4.8,https://homerenovation4u.com/
Construction,SILVER,Best Contracting,+1 347-995-0710,,BROKEN SITE,true,,,,,4.8,http://bestcontractingsi.com/
Construction,SILVER,L B General Construction Inc,+1 212-884-0335,,BROKEN SITE,true,,,,"307 W 38th St 16th Floor, New York, NY 10018, United States",5,http://www.lbgeneralconstruction.com/
Construction,SILVER,Modern Citi Group,+1 844-624-0044,,BROKEN SITE,true,,,,"733 3rd Ave Floor 16 #1036, New York, NY 10017, United States",5,http://moderncitigroup.com/?utm_source=gmb
Construction,SILVER,"MCG Corp: Kitchen, Bathroom, Basement, Apartment, Condo and Whole House Remodeling and Renovation Contractors",+1 917-445-7155,,BROKEN SITE,true,,,,"407 Central Prk W Apt 1d, New York, NY 10025, United States",5,https://mcgcorp.us/
Construction,SILVER,Manhattan Local Home Contractor & Renovation,+1 929-735-0317,,BROKEN SITE,true,,,,"60 E 42nd St #3510, New York, NY 10165, United States",5,https://localhomecontractornyc.com/
Construction,SILVER,Manhattan Concrete LLC,+1 212-235-2017,,BROKEN SITE,true,,,,"511 Canal St 6th floor, New York, NY 10013, United States",5,https://www.manhattanconcrete.nyc/
Construction,SILVER,Limestone General Contracting,+1 347-282-1274,,BROKEN SITE,true,,,,"1446 Olmstead Ave, Bronx, NY 10462, United States",4.9,https://limestonegeneralcontractors.com/
Construction,SILVER,Mario Mazzella Contracting,+1 718-597-4893,,BROKEN SITE,true,,,,"3109 Dare Pl, Bronx, NY 10465, United States",4.9,https://www.mariomazzellacontractingcorp.com/
Construction,SILVER,TOOR CONSTRUCTION - Roofing Services in New York,+1 917-518-5100,,BROKEN SITE,true,,,,"2822 Collis Pl, Bronx, NY 10465, United States",4.9,https://toorgc.com/services/
Construction,SILVER,CSB construction inc,+1 718-708-3830,,BROKEN SITE,true,,,,"2566 Radcliff Ave apt 31, Bronx, NY 10469, United States",4.9,https://www.csbconstructionny.com/
Construction,SILVER,Kendon Construction LLC,+1 212-796-4993,,BROKEN SITE,true,,,,"1231 Lafayette Ave l2, Bronx, NY 10474, United States",4.9,http://kendon.construction/
Plumbers,BRONZE,Quix Plumbing Service,+1 718-354-7315 ,Using Wix (Sell Upgrade). ,Has Website,true,Wix,,"FB, IG, IN","1254 Utica Ave, Brooklyn, NY 11203, United States ",,https://www.quixservice.com/
Plumbers,BRONZE,Michael Donahue Plumbing & Heating,+1 718-625-0847 ,Using GoDaddy (Sell Upgrade). ,Has Website,true,GoDaddy,,,"34 Otsego St, Brooklyn, NY 11231, United States ",,https://mdonahueplumbing.com/
Plumbers,BRONZE,No.1 Sewer & Drain Cleaning Services,+1 917-443-1178 ,Using Wix (Sell Upgrade). ,Has Website,true,Wix,,"FB, IN","1420 Ocean Pkwy #2b, Brooklyn, NY 11230, United States ",,https://www.nyc1sewer.com/
Plumbers,BRONZE,John Hlad Plumbing & Heating,+1 718-768-0689 ,Using Wix (Sell Upgrade). ,Has Website,true,Wix,,,"154 26th St, Brooklyn, NY 11232, United States ",,https://hladplumbing.com/
Plumbers,BRONZE,Victor Sewer & Drain Services,+1 718-645-6711 ,Using Wix (Sell Upgrade). ,Has Website,true,Wix,,"FB, IG","4009 Quentin Rd, Brooklyn, NY 11234, United States ",,https://www.victorsewer.com/
Plumbers,BRONZE,Astoria Plumbers,+1 646-919-1074 ,Using GoDaddy (Sell Upgrade). ,Has Website,true,GoDaddy,,,"30-96 32nd St, Long Island City, NY 11102, United States ",,http://astoriaplumbers.nyc/
Plumbers,BRONZE,Testerman Plumbing & Heating Inc.,+1 347-729-3785 ,Using Wix (Sell Upgrade). ,Has Website,true,Wix,,,"88-60 Myrtle Ave, Glendale, NY 11385, United States ",,https://www.dandsonsplumbingnyc.com/
Plumbers,BRONZE,Billharz Plumbing Inc,+1 718-784-2468 ,Using WordPress (Sell Upgrade). ,Has Website,true,"WordPress, GoDaddy",,FB,"45-25 47th St, Woodside, NY 11377, United States ",,http://www.billharzplumbing.com/
Plumbers,BRONZE,Legacy Plumbing & Heating,+1 347-408-4340 ,Using Wix (Sell Upgrade). ,Has Website,true,Wix,,"FB, IG","38-08 Bell Blvd, Bayside, NY 11361, United States ",,https://legacypnh.com/
Plumbers,BRONZE,VA Journeymen Plumbing Corp.,+1 347-735-0521 ,Using Wix (Sell Upgrade). ,Has Website,true,Wix,,"FB, IG",,,https://www.vajourneymen.com/
Plumbers,BRONZE,Queens Plumbing and Heating,+1 718-683-5541 ,,NOT MOBILE,true,,,,"44-09 Broadway, Long Island City, NY 11103, United States ",,http://queensplumbingandheatingco.info/
Plumbers,BRONZE,A&B Sewer Solutions,+1 347-583-6095 ,Using Wix (Sell Upgrade). ,Has Website,true,Wix,,IG,,,http://www.absewersolutions.com/
Plumbers,BRONZE,Tidal Plumbing & Heating,+1 718-505-9300 ,Using WordPress (Sell Upgrade). ,Has Website,true,"WordPress, GoDaddy",,IN,"149-17 Cross Island Pkwy, Whitestone, NY 11357, United States ",,https://tidalplumbingnyc.com/
Plumbers,BRONZE,John Farr Plumbing & Heating,+1 917-324-2535 ,Using WordPress (Sell Upgrade). ,Has Website,true,"WordPress, GoDaddy",,,"160-20 59th Ave, Flushing, NY 11365, United States ",,http://www.nyc-violation-removal.com/
Plumbers,BRONZE,R. McGlynn Plumbing Corp.,+1 718-981-3684 ,Using WordPress (Sell Upgrade). ,Has Website,true,"WordPress, GoDaddy",,,"851 Forest Ave, Staten Island, NY 10310, United States ",,https://www.rmcglynnplumbing.com/
Plumbers,BRONZE,All Under Plumbing & Heating Corp.,+1 646-808-6732 ,Using Wix (Sell Upgrade). ,Has Website,true,Wix,,,"944 S Railroad Ave, Staten Island, NY 10306, United States ",,https://allunderplumbing.com/
Plumbers,BRONZE,Prestige Plumbing & Heating Inc.,+1 718-447-8358 ,Using WordPress (Sell Upgrade). ,Has Website,true,"WordPress, GoDaddy",,FB,"26 Johnson St, Staten Island, NY 10309, United States ",,https://prestigeplumbersinc.com/
Service Pro,BRONZE,RJ Bruno,+1 646-670-1116 ,Using WordPress (Sell Upgrade). ,Has Website,true,"WordPress, GoDaddy",,,"26 Johnson St, Staten Island, NY 10309, United States ",,http://rjbrunoinc.com/
Plumbers,BRONZE,Manhattan Plumbing & Heating,+1 406-284-4133 ,Using GoDaddy (Sell Upgrade). ,Has Website,true,GoDaddy,,"FB, IN","112 W Main St, Manhattan, MT 59741, United States ",,http://www.manhattanplumbingandheating.com/
Plumbers,BRONZE,Mr. Plumber,+1 347-565-5130 ,Using GoDaddy (Sell Upgrade). ,Has Website,true,GoDaddy,,"FB, IG","3867 E Tremont Ave, Bronx, NY 10465, United States ",,https://mrplumber.nyc/
Plumbers,BRONZE,Budget Plumbing & Heating,+1 718-829-6900 ,Using WordPress (Sell Upgrade). ,Has Website,true,"WordPress, GoDaddy",,,"1706 Bronxdale Ave, Bronx, NY 10462, United States ",,http://www.budgetplumbingnyc.com/
Plumbers,BRONZE,Clear Water Plumbing,+1 347-486-4746 ,,NOT MOBILE,true,,,,"1576 Unionport Rd #5F, Bronx, NY 10462, United States ",,https://clearwaterplumbingny.com/
Plumbers,BRONZE,Ultra Plumbing,+1 718-828-1952 ,Using Wix (Sell Upgrade). ,Has Website,true,Wix,,,"2024 Williamsbridge Rd, Bronx, NY 10461, United States ",,http://www.ultraplumbing.net/
Plumbers,BRONZE,24/7 Bronx Plumbing NYC,+1 347-377-2564 ,Using WordPress (Sell Upgrade). ,Has Website,true,"WordPress, GoDaddy",,,"50 E 151st St, Bronx, NY 10451, United States ",,http://247bronxplumbingnyc.com/
Plumbers,BRONZE,Fast Flow Pipe Repair and Drain Cleaning Corp,+1 917-442-3324 ,Using GoDaddy (Sell Upgrade). ,Has Website,true,GoDaddy,,,,,https://fastflow-plumbing.com/
Plumbers,BRONZE,Rooter Express Sewer and Drain Cleaning Corp.,+1 646-753-1292 ,Using GoDaddy (Sell Upgrade). ,Has Website,true,GoDaddy,,,"2126 Bogart Ave, Bronx, NY 10462, United States ",,https://nycrooterexpress.com/
Plumbers,BRONZE,NY Pipe Repair & Drain Cleaning,+1 347-261-5014 ,Using Wix (Sell Upgrade). ,Has Website,true,Wix,,,"1755 Bronxdale Ave, Bronx, NY 10462, United States ",,https://www.nypiperepairanddraincleaning.com/
Plumbers,BRONZE,Perfect Flow Sewer & Drain Services,+1 718-931-4747 ,Using WordPress (Sell Upgrade). ,Has Website,true,"WordPress, GoDaddy",,"FB, IG, IN","2135 Williamsbridge Rd, Bronx, NY 10461, United States ",,https://aperfectflow.com/
Plumbers,BRONZE,24/7 Plumber NYCity Sewer & Drain cleaning,+1 646-353-5381 ,Using GoDaddy (Sell Upgrade). ,Has Website,true,GoDaddy,,"FB, IG",,,http://nycitysewer.com/
Plumbers,BRONZE,Pro Boyz Drain Cleaning and Plumbing Services Inc.,+1 914-297-2466 ,Using Wix (Sell Upgrade). ,Has Website,true,Wix,,"FB, IG","381b McLean Ave, Yonkers, NY 10705, United States ",,https://proboyzplumbing.com/
Construction,BRONZE,Plaza Electrical Contractors Inc,+1 718-227-6106,Using WordPress. ,Has Website,true,"WordPress, GoDaddy",,"FB, IG","22 Richmond Valley Rd, Staten Island, NY 10309, United States",,http://www.plazaelectric.com/
Electricians,BRONZE,Hi-Rise Electrical Corporation,+1 718-285-4732,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,"FB, IG, IN","690 Forest Ave, Staten Island, NY 10310, United States",,http://www.hregroups.com/
Electricians,BRONZE,Security Camera Installation - Bilco Electric and Datacom,+1 347-476-6845,Using GoDaddy. ,Has Website,true,GoDaddy,info@ndiscovered.com,"FB, IG","313 Oldfield St, Staten Island, NY 10306, United States",,https://bilcoelectric.com/
Electricians,BRONZE,"Super Charged Electric, Inc.",+1 718-981-7173,Using GoDaddy. ,Has Website,true,GoDaddy,wweeiihhuuaanngg@gmail.com,,"2 Dubois Ave, Staten Island, NY 10310, United States",,https://superchargedelectricinc.com/
Construction,BRONZE,Accurate Electrical Contractors Corp.,+1 718-668-3220,Using GoDaddy. ,Has Website,true,GoDaddy,,"FB, IG, IN","680 Sharrotts Rd # 7, Staten Island, NY 10309, United States",,http://www.accurate180.com/
Electricians,BRONZE,Beni Electric LLC,+1 201-463-3356,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,,"4 Marina Dr, Bayonne, NJ 07002, United States",,http://benillc.com/
Electricians,BRONZE,New York City Electricians,+1 646-340-9882,Using GoDaddy. ,Has Website,true,GoDaddy,impallari@gmail.com,FB,"50 St Marks Pl, New York, NY 10003, United States",,https://newyorkcityelectricianss.com/
Electricians,BRONZE,LYCAS ELECTRIC LLC,+1 914-559-5451,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,IG,"152 E 118th St Suite S1, New York, NY 10035, United States",,https://www.lycaselectric.com/
Electricians,BRONZE,YT Electrical Services,+1 917-215-8178,Using WordPress. ,Has Website,true,"WordPress, GoDaddy",admin@ytelectrical.com,"FB, IG","244 5th Ave T202, New York, NY 10001, United States",,https://ytelectrical.com/?utm_source=google&utm_medium=gmb&utm_campaign=direct
Electricians,BRONZE,Raybern Electric,+1 785-410-8894,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,FB,,,http://raybernelectric.com/?utm_source=gmb&utm_medium=referral
Construction,BRONZE,YORK ELECTRICAL CONTRACTORS,+1 718-353-7227,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,IG,"162-10 Crocheron Ave, Flushing, NY 11358, United States",,https://www.yorkelectrical.com/
Electricians,BRONZE,Rella Electric,+1 914-500-4505,,NOT MOBILE,true,,,,"186 Stone Ave, Yonkers, NY 10701, United States",,https://www.rellaelectric.com/
Construction,BRONZE,"Jason Klein Electrical Contractor, LLC",+1 908-391-4305,Using WordPress. ,Has Website,true,"WordPress, GoDaddy",jason@jkleinelectric.com,"FB, IG, IN","23 Canterbury Rd Apt D, Chatham Township, NJ 07928, United States",,https://www.jkleinelectric.com/
Electricians,BRONZE,KEE Electric,+1 718-885-1200,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,"FB, IG","107 Caroll St, Bronx, NY 10464, United States",,https://keeelectricny.wixsite.com/mysite
Electricians,BRONZE,Jeco Electrical Service Corp,+1 718-842-2600,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,,"1162 Intervale Ave, Bronx, NY 10459, United States",,http://www.jecony.com/
Electricians,BRONZE,K & G Electric,+1 212-923-2550,,NOT MOBILE,true,,,,"747 E 132nd St #1, Bronx, NY 10454, United States",,https://www.kngelectric.com/
Electricians,BRONZE,J&R Bronx Electrician,+1 929-201-2490,,NOT MOBILE,true,,,,"5959 Broadway, Bronx, NY 10463, United States",,https://topbronxelectrician.com/services/
Electricians,BRONZE,ASCUATECH ELECTRICAL CORP,+1 718-583-2519,,NOT MOBILE,true,,,,"448 E 173rd St, Bronx, NY 10457, United States",,https://ascuatech.com/
Electricians,BRONZE,Boots & Hammer Electric,+1 347-714-5831,,NOT MOBILE,true,,help@gosite.com,,"957 Morris Park Ave, Bronx, NY 10462, United States",,https://bootsandhammerelectric.gosite.com/
Electricians,BRONZE,WMS Electrical Contracting,+1 718-828-7500,Using GoDaddy. ,Has Website,true,GoDaddy,matt@pixelspread.com,"FB, IG, IN","1303 Blondell Ave, Bronx, NY 10461, United States",,http://wmselectrical.com/
Plumbers,BRONZE,Alison Plumbing & Heating,+1 718-356-7396,Using WordPress. ,Has Website,true,"WordPress, GoDaddy",alisonplumbing@aol.com,,"7378 Amboy Rd Ste 3, Staten Island, NY 10307, United States",4.7,http://alisonplumbing.com/
Plumbers,BRONZE,Mid-American Water & Plumbing Inc,+1 785-537-1072,Using WordPress. ,Has Website,true,"WordPress, GoDaddy",,FB,"5009 Murray Rd, Manhattan, KS 66503, United States",4.4,https://www.mawp.us/
Nail Salons,BRONZE,Lava Nails,+1 718-524-5626,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,IG,"3201 Richmond Rd, Staten Island, NY 10306, United States",4.7,http://www.lavanailsnyc.com/
Nail Salons,BRONZE,Artonus Nail Room,+1 347-888-1036,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,IG,"38 W 32nd St Suite 1011 (10 floor, New York, NY 10001, United States",4.3,http://artonusnailsroom.com/
Nail Salons,BRONZE,WOO Nail & Eyelash,+1 646-532-1685,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,"FB, IG","38 W 32nd St Suite 1601, New York, NY 10001, United States",4.3,http://woonail.com/?utm_source=gmb&utm_medium=referral
Nail Salons,BRONZE,Miss Bliss Nail & Spa,+1 212-967-8880,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,,"365 W 36th St., New York, NY 10018, United States",4.3,https://missbliss365.com/
Nail Salons,BRONZE,230 Pink Blossom Nail & Spa,+1 212-338-0090,,NOT MOBILE,true,,,FB,"230 E 44th St # 1, New York, NY 10017, United States",4.3,http://www.pinkblossomnyc.com/
Service Pro,BRONZE,Studio L,+1 646-499-5357,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,FB,"247 W 38th St #902, New York, NY 10018, United States",4.3,https://nailstudionyc.com/
Nail Salons,BRONZE,Victoria Nails and Spa,+1 718-379-8888,,NOT MOBILE,true,,,,"200 Baychester Ave, Bronx, NY 10475, United States",4.6,http://victorianailsbronxny.com/
Service Pro,BRONZE,Got You Polished,+1 917-618-3295,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,IG,"577 Lafayette Ave, Brooklyn, NY 11216, United States",4.8,https://www.gotyoupolished.com/
Salons,BRONZE,Honey Nail Salon,+1 347-916-0222,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,,"280 Livingston St, Brooklyn, NY 11217, United States",4.8,http://www.honeynails.com/
Salons,BRONZE,L.A.K Nail Salon,+1 646-755-0959,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,"FB, IG","176 Lafayette St, New York, NY 10013, United States",4.8,http://l-a-k-nailsalonnyc.com/
Nail Salons,BRONZE,Flatbush Nail Bar,+1 347-365-8155,Using GoDaddy. ,Has Website,true,GoDaddy,impallari@gmail.com,,"828 Flatbush Ave, Brooklyn, NY 11226, United States",4.8,http://flatbushnailbar.com/
Service Pro,BRONZE,Small Lily,+1 718-849-0467,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,"FB, IG","108-01 Queens Blvd #207, Forest Hills, NY 11375, United States",4.8,http://www.smalllilyny.com/
Nail Salons,BRONZE,Russian manicure -uvitanails,+1 347-935-7700,Using GoDaddy. ,Has Website,true,GoDaddy,info@indiantypefoundry.com,"FB, IG","85-10 Queens Blvd Second Floor, Queens, NY 11373, United States",4.8,https://uvitanails.com/
Nail Salons,BRONZE,HORTŪS NEW YORK ~ organic nails & sugaring ~ lower east side,+1 917-475-1558,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,IG,"210 Forsyth St, New York, NY 10002, United States",4.8,https://www.hortusnewyork.com/
Nail Salons,BRONZE,Sugarcoat Nail Lounge,+1 929-225-6800,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,"FB, IG, IN","66 E 174th St, Bronx, NY 10452, United States",4.8,http://sugarcoatnaillounge.com/
Painters,BRONZE,GG NY Painting Plus,+1 347-867-0200,Using GoDaddy. ,Has Website,true,GoDaddy,,,"69-17 59th Rd, Maspeth, NY 11378, United States",5,http://www.ggnypp.com/
Painters,BRONZE,Perfectionist Painting and Home Improvement,+1 718-974-8904,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,"FB, IG","Coleman Square, Howard Beach, NY 11414, United States",5,http://www.perfectionistpaintingnyc.com/
Painters,BRONZE,Design Painting Of Staten Island,+1 347-996-0141,Using WordPress. ,Has Website,true,"WordPress, GoDaddy",,"FB, IG","43 Wheeling Ave, Staten Island, NY 10309, United States",5,https://designpaintingnynj.com/
Painters,BRONZE,Elite pro painting si,+1 856-417-1855,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,"FB, IN","207 Dongan Hills Ave, Staten Island, NY 10305, United States",5,https://www.elitepropainting.info/
Painters,BRONZE,Lenny's Painting,+1 646-479-3717,,NOT MOBILE,true,WordPress,,,"31 Tiger Ct, Staten Island, NY 10314, United States",5,http://www.lennyspainting.com/
Painters,BRONZE,BP Pro Painting Inc,+1 917-459-7539,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,,"11 Juniper Pl, Staten Island, NY 10306, United States",5,http://www.bppropainting.info/
Construction,BRONZE,"Ritz Renovation, Inc.",+1 718-290-7117,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,"FB, IG","20 Elise Ct, Staten Island, NY 10306, United States",5,http://www.ritzrenovation.com/
Service Pro,BRONZE,Avantgard Solutions L.L.C Home Improvement Company,+1 347-460-3318,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,"FB, IN","80 St Marks Pl, Staten Island, NY 10301, United States",5,http://www.avantgardsolutions.com/
Construction,BRONZE,ASM Construction Corporation,+1 718-698-6365,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,"FB, IG","152 Watchogue Rd, Staten Island, NY 10314, United States",5,http://www.asmconstructioncorp.com/
Painters,BRONZE,Sandoukas Painting Company NYC,+1 914-703-0635,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,"FB, IG, IN","350 W 50th St, New York, NY 10019, United States",5,http://www.sandoukas.com/
Service Pro,BRONZE,Artistic Pro G.C. Corp.,+1 646-406-4523,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,"FB, IG, IN",,5,https://www.artisticprogccorp.com/
Construction,BRONZE,"Johnson Painting & Renovations, LLC",+1 347-867-4196,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,"FB, IG","3314 Paulding Ave, Bronx, NY 10469, United States",5,http://www.ljohnsonpainting.com/#!contact/c24vq
Painters,BRONZE,Madrid Painting NYC,+1 754-779-1218,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,IG,,5,https://www.bestnycpainter.com/
Construction,BRONZE,R Luis Constructions,+1 347-842-9954,Using WordPress. ,Has Website,true,"WordPress, GoDaddy",info@r7o.b94.myftpupload.com,,"1470 Unionport Rd, Bronx, NY 10462, United States",5,https://rluisconstructions.com/
Service Pro,BRONZE,Elfralie LLC,+1 631-578-2796,,NOT MOBILE,true,,info@elfralie.com,FB,"145 Front St, Brooklyn, NY 11201, United States",5,http://www.elfralie.com/
Service Pro,BRONZE,NVI HOME IMPROVEMENT,+1 212-920-7348,Using WordPress. ,Has Website,true,"WordPress, GoDaddy",ol-mapbox-style@13.0.1,"FB, IG","286 Stafford Ave, Staten Island, NY 10312, United States",5,http://nvihomeimprovement.com/
Construction,BRONZE,White Star General Contractors Staten Island,+1 212-470-7987,Using WordPress. ,Has Website,true,"WordPress, GoDaddy",vadim@whitestargeneralcontractors.com,"FB, IG","29 Lortel Ave, Staten Island, NY 10314, United States",5,https://whitestargeneralcontractors.com/
Construction,BRONZE,Limitless Renovations,+1 201-686-1655,Using Wix. ,Has Website,true,Wix,intl-segmenter@11.7.10,"FB, IG, IN","925 Main St, Hackensack, NJ 07601, United States",5,http://www.limitless-renovation.com/
Construction,BRONZE,DP Construction Management,+1 718-216-8274,Using GoDaddy. ,Has Website,true,GoDaddy,info@indiantypefoundry.com,IG,"89-10 Moline St, Queens Village, NY 11428, United States",5,https://www.dpconstructionmgmt.com/
Painters,BRONZE,JB Painters Manhattan,+1 646-401-3904,Using WordPress. ,Has Website,true,"WordPress, GoDaddy",jbpaintersny@gmail.com,"FB, IG, IN","20 W 33rd St 4th Floor, New York, NY 10001, United States",5,http://www.jbpaintersny.com/
Painters,BRONZE,Lexington Painting Inc,+1 212-532-8998,,NOT MOBILE,true,,,FB,"200 Lexington Ave, New York, NY 10016, United States",5,http://lexingtonpainting.com/index.html
